"index","pe","weight","avg"
1217,5,5,1
1229,1,1,1
1258,1,1,1
1424,3,3,1
1461,1,1,1
1474,1,1,1
1560,6,6,1
1604,3,3,1
176,5,5,1
1807,5,7,1.4
1972,6,6,1
2261,1,1,1
2278,1,1,1
2329,1,1,1
2337,1,1,1
2488,1,1,1
257,5,5,1
26,2,2,1
2623,1,1,1
2740,3,3,1
2855,1,1,1
2912,1,1,1
2927,1,1,1
2963,1,1,1
3085,1,1,1
3101,1,1,1
3221,1,1,1
3234,6,8,1.33333333333333
3314,8,9,1.125
3315,1,1,1
3316,1,1,1
3317,1,1,1
3318,1,1,1
3319,1,1,1
3320,1,1,1
3321,1,1,1
3322,1,1,1
3323,1,1,1
3324,1,1,1
3325,1,1,1
3326,1,1,1
3327,1,1,1
3328,1,1,1
3329,1,1,1
3330,1,1,1
3331,1,1,1
3332,1,1,1
3333,1,1,1
3334,1,1,1
3335,1,1,1
3336,1,1,1
3337,1,1,1
3338,1,1,1
3339,1,1,1
3340,1,1,1
3341,1,1,1
3342,1,1,1
3343,1,1,1
3344,1,1,1
3345,1,1,1
3346,1,1,1
3347,1,1,1
3348,1,1,1
3349,1,1,1
3350,1,1,1
3351,1,1,1
3352,1,1,1
3353,1,1,1
3354,1,1,1
3355,1,1,1
3356,1,1,1
3357,1,1,1
3358,1,1,1
3359,1,1,1
3360,1,1,1
3361,1,1,1
3362,1,1,1
3363,1,1,1
3364,1,1,1
3365,1,1,1
3366,1,1,1
3367,1,1,1
3368,1,1,1
3369,1,1,1
3370,1,1,1
3371,1,1,1
3372,1,1,1
3373,1,1,1
3374,1,1,1
3375,1,1,1
3376,1,1,1
3377,1,1,1
3378,1,1,1
3379,2,2,1
3380,1,1,1
3381,1,1,1
3382,1,1,1
3383,1,1,1
3384,1,1,1
3385,1,1,1
3386,1,1,1
3387,1,1,1
3388,1,1,1
3389,1,1,1
3390,1,1,1
3391,1,1,1
3392,1,1,1
3393,1,1,1
3394,1,1,1
3395,1,1,1
3396,1,1,1
3397,1,1,1
3398,1,1,1
3399,1,1,1
3400,1,1,1
3401,1,1,1
3402,1,1,1
3403,1,1,1
3404,1,1,1
3405,1,1,1
3406,1,1,1
3407,1,1,1
3408,1,1,1
3409,1,1,1
3410,1,1,1
3411,1,1,1
3412,1,1,1
3413,1,1,1
3414,1,1,1
3415,1,1,1
3416,1,1,1
3417,1,1,1
3418,1,1,1
3419,1,1,1
3420,1,1,1
3421,1,1,1
3422,1,1,1
3423,1,1,1
3424,1,1,1
3425,1,1,1
3426,1,1,1
3427,1,1,1
3428,1,1,1
3429,1,1,1
3430,1,1,1
3431,1,1,1
3432,1,1,1
3433,1,1,1
3434,1,1,1
3435,1,1,1
3436,1,1,1
3437,1,1,1
3438,1,1,1
3439,1,1,1
3440,1,1,1
