Date, Evolution, Variabilities, TotalDependencies, DependenciesDeleted, DependenciesAdditions, DependenciesPreserved, DependenciesChanged
--,1,49,14,0,14,0,0
19-06-1989 12:57:24,2,49,14,0,0,14,0
08-03-1990 11:18:59,3,50,20,4,10,10,0
29-09-1991 12:56:36,4,50,20,0,0,20,0
18-01-1992 12:45:14,5,50,20,0,0,20,0
14-06-1992 05:38:55,6,50,20,0,0,20,0
27-08-1993 01:21:33,7,50,20,0,0,20,0
15-04-1998 03:16:46,8,50,20,0,0,20,0
15-04-1998 03:16:47,9,50,20,0,0,20,0
15-04-1998 03:21:47,10,50,20,0,0,20,0
15-04-1998 03:38:27,11,50,20,0,0,20,0
15-04-1998 03:41:40,12,15,17,17,14,3,0
11-04-1998 03:43:11,13,15,17,0,0,17,0
15-04-1998 03:43:47,14,15,17,0,0,17,0
15-04-1998 03:44:29,15,15,17,0,0,17,0
15-04-1998 03:44:59,16,15,17,0,0,17,0
15-04-1998 03:45:18,17,15,17,0,0,17,0
15-04-1998 03:45:52,18,15,17,0,0,17,0
15-04-1998 03:46:16,19,15,17,0,0,17,0
15-04-1998 03:46:31,20,15,17,0,0,17,0
15-04-1998 03:47:26,21,15,17,0,0,17,0
15-04-1998 03:47:53,22,15,17,0,0,17,0
15-04-1998 03:48:16,23,15,17,0,0,17,0
15-04-1998 03:49:04,24,15,17,0,0,17,0
15-04-1998 03:49:29,25,15,17,0,0,17,0
15-04-1998 03:49:52,26,18,22,0,5,17,2
15-04-1998 03:50:17,27,18,22,0,0,22,0
15-04-1998 03:51:24,28,18,22,0,0,22,0
15-04-1998 04:00:01,29,18,22,0,0,22,0
15-04-1998 04:00:30,30,18,22,0,0,22,0
15-04-1998 04:01:13,31,18,22,0,0,22,0
15-04-1998 04:01:44,32,19,22,0,0,22,0
15-04-1998 04:02:01,33,19,22,0,0,22,0
15-04-1998 04:02:40,34,19,22,0,0,22,0
15-04-1998 04:03:09,35,17,22,0,0,22,4
15-04-1998 04:03:31,36,18,22,0,0,22,0
15-04-1998 04:03:45,37,18,22,0,0,22,0
15-04-1998 04:21:02,38,18,22,0,0,22,0
15-04-1998 04:21:15,39,18,22,0,0,22,0
16-04-1998 03:13:17,40,18,22,0,0,22,0
16-04-1998 03:28:29,41,18,22,0,0,22,0
16-04-1998 03:29:15,42,18,22,0,0,22,0
16-04-1998 03:29:53,43,18,22,0,0,22,0
16-04-1998 03:30:31,44,18,22,0,0,22,0
16-04-1998 03:31:08,45,18,22,0,0,22,0
22-04-1998 09:38:48,46,18,22,0,0,22,0
22-04-1998 03:01:11,47,16,21,1,0,21,7
07-05-1998 10:08:59,48,16,21,0,0,21,0
07-05-1998 10:09:26,49,16,21,0,0,21,0
07-05-1998 10:10:08,50,16,21,0,0,21,0
07-05-1998 10:10:18,51,16,21,0,0,21,0
08-05-1998 10:34:13,52,16,21,0,0,21,0
08-05-1998 10:35:00,53,17,22,0,1,21,4
08-05-1998 10:35:40,54,17,22,0,0,22,0
12-05-1998 11:49:39,55,17,22,0,0,22,0
12-05-1998 11:50:32,56,17,22,0,0,22,0
17-06-1998 02:42:35,57,17,22,0,0,22,0
17-06-1998 03:21:07,58,17,22,0,0,22,0
17-06-1998 03:21:42,59,17,22,0,0,22,0
17-06-1998 03:55:22,60,17,22,0,0,22,0
17-06-1998 03:56:09,61,17,22,0,0,22,0
19-06-1998 11:04:35,62,17,22,0,0,22,0
19-06-1998 11:05:12,63,17,22,0,0,22,0
19-06-1998 11:05:39,64,17,22,0,0,22,0
19-06-1998 11:06:04,65,17,22,0,0,22,0
19-06-1998 11:07:48,66,17,22,0,0,22,0
19-06-1998 03:57:01,67,17,22,0,0,22,0
19-06-1998 03:57:50,68,17,22,0,0,22,0
19-06-1998 03:59:16,69,17,22,0,0,22,0
19-06-1998 04:16:00,70,17,22,0,0,22,0
23-06-1998 09:37:05,71,18,22,0,0,22,0
23-06-1998 09:42:06,72,19,22,0,0,22,0
23-06-1998 09:48:16,73,19,22,0,0,22,0
23-06-1998 10:21:56,74,19,22,0,0,22,0
23-06-1998 10:22:51,75,19,22,0,0,22,0
29-06-1998 02:32:50,76,19,22,0,0,22,0
29-06-1998 02:34:19,77,21,23,0,1,22,0
29-06-1998 02:35:22,78,21,23,0,0,23,0
30-06-1998 12:46:21,79,21,23,0,0,23,0
30-06-1998 01:01:48,80,21,23,0,0,23,0
01-07-1998 04:37:15,81,22,23,0,0,23,0
01-07-1998 04:37:39,82,22,23,0,0,23,0
01-07-1998 04:38:10,83,22,23,0,0,23,0
01-07-1998 04:38:34,84,22,23,0,0,23,0
08-07-1998 04:45:54,85,22,23,0,0,23,0
08-07-1998 04:46:51,86,22,23,0,0,23,0
08-07-1998 04:47:19,87,22,23,0,0,23,0
