05-08-2008 09:03:48,5831,6,2,0,0,2,0
05-08-2008 09:05:25,5832,6,2,0,0,2,0
06-08-2008 02:25:50,5833,6,2,0,0,2,0
06-08-2008 02:26:15,5834,6,2,0,0,2,0
06-08-2008 02:28:11,5835,6,2,0,0,2,0
06-08-2008 02:28:56,5836,6,2,0,0,2,0
06-08-2008 02:30:01,5837,6,2,0,0,2,0
06-08-2008 02:31:52,5838,6,2,0,0,2,0
06-08-2008 02:38:33,5839,6,2,0,0,2,0
06-08-2008 03:02:50,5840,6,2,0,0,2,0
06-08-2008 03:41:18,5841,6,2,0,0,2,0
06-08-2008 03:42:13,5842,6,2,0,0,2,0
06-08-2008 08:34:44,5843,6,2,0,0,2,0
06-08-2008 09:51:42,5844,6,2,0,0,2,0
06-08-2008 09:52:15,5845,6,2,0,0,2,0
06-08-2008 09:52:36,5846,6,2,0,0,2,0
06-08-2008 09:53:12,5847,6,2,0,0,2,0
06-08-2008 09:53:40,5848,6,2,0,0,2,0
07-08-2008 03:07:26,5849,6,2,0,0,2,0
07-08-2008 03:08:06,5850,6,2,0,0,2,0
07-08-2008 04:04:41,5851,6,2,0,0,2,0
07-08-2008 04:40:47,5852,6,2,0,0,2,0
07-08-2008 05:02:35,5853,6,2,0,0,2,0
07-08-2008 05:52:57,5854,6,2,0,0,2,0
07-08-2008 04:01:43,5855,6,2,0,0,2,0
08-08-2008 10:50:16,5856,6,2,0,0,2,0
08-08-2008 10:51:09,5857,6,2,0,0,2,0
08-08-2008 10:51:32,5858,6,2,0,0,2,0
08-08-2008 10:52:25,5859,6,2,0,0,2,0
08-08-2008 10:53:19,5860,6,2,0,0,2,0
08-08-2008 10:54:05,5861,6,2,0,0,2,0
08-08-2008 10:54:58,5862,6,2,0,0,2,0
09-08-2008 03:42:18,5863,6,2,0,0,2,0
09-08-2008 03:42:42,5864,6,2,0,0,2,0
10-08-2008 05:59:53,5865,6,2,0,0,2,0
11-08-2008 05:52:26,5866,6,2,0,0,2,0
12-08-2008 03:37:48,5867,6,2,0,0,2,0
12-08-2008 06:02:03,5868,6,2,0,0,2,0
12-08-2008 08:06:12,5869,6,2,0,0,2,0
12-08-2008 08:07:20,5870,6,2,0,0,2,0
12-08-2008 08:08:38,5871,6,2,0,0,2,0
13-08-2008 04:21:58,5872,6,2,0,0,2,0
13-08-2008 05:00:05,5873,6,2,0,0,2,0
13-08-2008 06:16:58,5874,6,2,0,0,2,0
13-08-2008 06:29:18,5875,6,2,0,0,2,0
13-08-2008 06:30:10,5876,6,2,0,0,2,0
13-08-2008 06:36:55,5877,6,2,0,0,2,0
13-08-2008 06:45:36,5878,6,2,0,0,2,0
13-08-2008 06:47:21,5879,6,2,0,0,2,0
13-08-2008 06:51:26,5880,6,2,0,0,2,0
13-08-2008 07:05:25,5881,6,2,0,0,2,0
13-08-2008 07:21:48,5882,6,2,0,0,2,0
13-08-2008 07:34:25,5883,6,2,0,0,2,0
13-08-2008 08:59:54,5884,6,2,0,0,2,0
13-08-2008 09:55:52,5885,6,2,0,0,2,0
13-08-2008 09:58:31,5886,6,2,0,0,2,0
13-08-2008 12:00:32,5887,6,2,0,0,2,0
14-08-2008 01:35:20,5888,6,2,0,0,2,0
14-08-2008 05:46:11,5889,6,2,0,0,2,0
14-08-2008 05:46:36,5890,6,2,0,0,2,0
14-08-2008 05:49:11,5891,6,2,0,0,2,0
14-08-2008 05:49:43,5892,6,2,0,0,2,0
14-08-2008 05:50:35,5893,6,2,0,0,2,0
14-08-2008 05:51:15,5894,6,2,0,0,2,0
14-08-2008 05:52:31,5895,6,2,0,0,2,0
14-08-2008 05:53:09,5896,6,2,0,0,2,0
