Date, Evolution,Number of Functions Change,Number of Variables Change,Function(+),Variable(+),Function(-),Variable(-),Modifier Change(Var.),Especifier Change(Var.),Qualifier Change(Var.),Type Change(Var.),Function Return Change,	Modifier Change (Func.), Specifier Change (Func.),Qualifier Change (Func.),Parameters Change (Func.)
26-09-2005 03:40:02,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-09-2005 05:20:48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-09-2005 09:05:39,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-10-2005 07:10:12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-10-2005 11:41:35,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-10-2005 07:36:19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-10-2005 08:13:58,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04-10-2005 07:51:44,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-10-2005 08:04:14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-10-2005 11:26:59,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-10-2005 07:25:11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-10-2005 12:08:20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-10-2005 04:38:41,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-10-2005 06:11:14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-10-2005 04:09:44,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-10-2005 12:48:36,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-10-2005 01:07:29,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-10-2005 03:21:39,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-10-2005 04:44:02,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-10-2005 05:43:36,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-10-2005 06:01:44,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
