Date, Evolution,Number of Functions Change,Number of Variables Change,Function(+),Variable(+),Function(-),Variable(-),Modifier Change(Var.),Especifier Change(Var.),Qualifier Change(Var.),Type Change(Var.),Function Return Change,	Modifier Change (Func.), Specifier Change (Func.),Qualifier Change (Func.),Parameters Change (Func.)
10-01-2000 08:29:47,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-01-2000 08:36:14,3,4,0,12,0,12,0,0,0,0,0,0,0,0,0,0
10-01-2000 08:41:50,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-01-2000 08:46:24,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-01-2000 08:53:10,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-01-2000 08:55:47,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-01-2000 08:57:32,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-01-2000 03:52:24,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-01-2000 03:52:53,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-01-2000 03:54:11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-01-2000 03:55:12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-01-2000 03:55:51,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-01-2000 03:56:19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-01-2000 02:29:42,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-01-2000 02:30:38,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-01-2000 02:31:47,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19-01-2000 06:57:48,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-01-2000 07:19:17,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-01-2000 07:20:17,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-01-2000 07:21:10,21,8,0,12,0,19,0,0,0,0,0,0,0,0,0,0
31-01-2000 07:21:55,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-01-2000 07:22:45,23,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-01-2000 09:42:54,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-02-2000 08:50:13,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-02-2000 08:51:01,26,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-02-2000 08:52:11,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-02-2000 08:52:43,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-02-2000 08:53:30,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-02-2000 08:54:00,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-02-2000 08:54:51,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-02-2000 08:56:28,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-02-2000 08:57:54,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-02-2000 09:27:21,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-02-2000 08:21:07,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-02-2000 08:03:08,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-02-2000 08:14:53,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-02-2000 08:15:33,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-02-2000 08:28:10,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-02-2000 07:57:42,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-02-2000 07:59:39,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-02-2000 08:03:05,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-02-2000 08:12:19,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-02-2000 08:13:15,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-02-2000 08:14:44,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-02-2000 08:15:08,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-02-2000 08:16:14,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-02-2000 08:17:59,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-02-2000 08:19:37,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-02-2000 08:59:03,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-02-2000 09:00:27,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-02-2000 09:01:07,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-02-2000 09:01:50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-02-2000 09:02:40,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-02-2000 09:05:26,55,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0
15-02-2000 09:06:29,56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21-02-2000 07:25:02,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21-02-2000 08:48:31,58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21-02-2000 08:49:07,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21-02-2000 08:50:27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21-02-2000 08:51:09,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21-02-2000 08:51:38,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21-02-2000 08:52:13,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21-02-2000 08:52:53,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21-02-2000 08:53:36,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-03-2000 05:54:50,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-03-2000 05:56:23,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-03-2000 05:59:59,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-03-2000 06:01:46,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-03-2000 06:05:11,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-03-2000 06:06:57,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-03-2000 06:07:46,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-03-2000 06:40:57,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-03-2000 06:44:46,74,4,2,12,1,12,4,0,0,0,0,0,0,0,0,0
01-03-2000 06:50:27,75,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
02-03-2000 07:00:54,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-03-2000 07:01:35,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-03-2000 07:01:56,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-03-2000 07:02:14,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-03-2000 07:02:58,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-03-2000 07:03:41,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-03-2000 07:04:07,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-03-2000 07:05:01,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-03-2000 07:06:34,84,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0
02-03-2000 07:07:25,85,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
02-03-2000 07:12:55,86,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
02-03-2000 07:17:51,87,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13-03-2000 05:11:07,88,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13-03-2000 05:11:54,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-03-2000 05:12:18,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-03-2000 05:13:07,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-03-2000 04:29:11,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-03-2000 04:29:42,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-03-2000 04:33:15,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-03-2000 07:32:53,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-03-2000 07:33:39,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-03-2000 07:34:19,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-03-2000 07:35:03,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-03-2000 07:35:48,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-03-2000 07:38:32,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-03-2000 07:39:31,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-03-2000 07:40:15,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-03-2000 07:40:48,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-03-2000 07:41:27,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-03-2000 07:41:56,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-03-2000 07:43:10,106,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
16-03-2000 11:21:14,107,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17-03-2000 07:45:20,108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17-03-2000 01:18:40,109,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19-03-2000 03:54:13,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19-03-2000 03:55:02,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-03-2000 05:09:12,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-03-2000 05:10:10,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-03-2000 05:10:51,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-03-2000 05:11:29,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-03-2000 05:21:31,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-03-2000 05:25:18,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-03-2000 06:22:12,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-03-2000 06:31:08,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-03-2000 07:27:29,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21-03-2000 10:18:39,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21-03-2000 10:23:45,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21-03-2000 11:37:13,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21-03-2000 01:12:27,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-03-2000 05:33:03,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-03-2000 06:36:49,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-03-2000 06:39:00,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-03-2000 06:39:38,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-03-2000 06:40:14,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-03-2000 06:41:16,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-03-2000 06:41:39,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-03-2000 06:43:14,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-03-2000 07:02:08,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-03-2000 05:36:05,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-03-2000 05:42:40,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-04-2000 08:08:12,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-04-2000 02:09:50,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-04-2000 02:28:26,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04-04-2000 01:42:43,139,4,2,10,1,10,2,0,0,0,0,0,0,0,0,0
04-04-2000 01:44:24,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04-04-2000 01:47:05,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04-04-2000 02:08:34,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-04-2000 03:27:06,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-04-2000 03:28:23,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-04-2000 03:29:58,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-04-2000 03:32:40,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-04-2000 03:33:11,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-04-2000 04:45:42,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-04-2000 02:05:29,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-04-2000 05:47:28,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-04-2000 05:48:33,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-04-2000 11:20:58,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09-05-2000 08:29:28,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09-05-2000 06:23:55,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09-05-2000 06:42:53,155,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14-05-2000 09:12:11,156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-05-2000 09:33:53,157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-05-2000 09:36:38,158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-05-2000 11:21:45,159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-05-2000 11:33:47,160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-05-2000 05:21:10,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22-05-2000 10:09:31,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22-05-2000 10:12:12,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22-05-2000 10:13:05,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22-05-2000 01:17:57,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22-05-2000 01:18:55,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22-05-2000 01:20:29,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22-05-2000 01:33:31,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22-05-2000 01:35:35,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22-05-2000 03:02:54,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22-05-2000 03:04:18,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22-05-2000 03:09:31,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22-05-2000 03:10:53,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22-05-2000 03:11:39,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22-05-2000 03:13:37,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22-05-2000 03:15:18,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-05-2000 06:25:30,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-05-2000 06:53:37,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-05-2000 06:56:00,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-05-2000 11:18:02,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-05-2000 11:18:34,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-05-2000 03:48:38,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-05-2000 04:12:14,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-05-2000 04:50:13,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-05-2000 07:59:43,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-05-2000 09:55:13,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-05-2000 09:57:11,187,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26-05-2000 09:58:10,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29-05-2000 06:50:40,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29-05-2000 06:51:13,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29-05-2000 06:52:17,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29-05-2000 06:54:17,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29-05-2000 07:07:22,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29-05-2000 07:09:31,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-05-2000 12:31:46,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-05-2000 06:26:26,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-05-2000 06:26:57,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-05-2000 06:27:39,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
