Date, Evolution, Variabilities, TotalDependencies, DependenciesDeleted, DependenciesAdditions, DependenciesPreserved, DependenciesChanged
--,1,12,16,0,16,0,0
10-01-2000 08:29:47,2,12,16,0,0,16,0
10-01-2000 08:36:14,3,12,16,1,1,15,2
10-01-2000 08:41:50,4,12,16,0,0,16,0
10-01-2000 08:46:24,5,12,16,0,0,16,0
10-01-2000 08:53:10,6,12,16,0,0,16,0
10-01-2000 08:55:47,7,12,16,0,0,16,0
10-01-2000 08:57:32,8,12,16,0,0,16,0
16-01-2000 03:52:24,9,12,16,0,0,16,0
16-01-2000 03:52:53,10,12,16,0,0,16,0
16-01-2000 03:54:11,11,12,16,0,0,16,0
16-01-2000 03:55:12,12,12,16,0,0,16,0
16-01-2000 03:55:51,13,12,16,0,0,16,0
16-01-2000 03:56:19,14,12,16,0,0,16,0
17-01-2000 02:29:42,15,12,16,0,0,16,0
17-01-2000 02:30:38,16,12,16,0,0,16,0
17-01-2000 02:31:47,17,12,16,0,0,16,0
19-01-2000 06:57:48,18,12,16,0,0,16,0
31-01-2000 07:19:17,19,12,16,0,0,16,0
31-01-2000 07:20:17,20,12,16,0,0,16,0
31-01-2000 07:21:10,21,10,13,3,0,13,2
31-01-2000 07:21:55,22,10,13,0,0,13,0
31-01-2000 07:22:45,23,10,13,0,0,13,0
31-01-2000 09:42:54,24,10,13,0,0,13,0
01-02-2000 08:50:13,25,10,13,0,0,13,0
01-02-2000 08:51:01,26,10,13,0,0,13,0
01-02-2000 08:52:11,27,10,13,0,0,13,0
01-02-2000 08:52:43,28,10,13,0,0,13,0
01-02-2000 08:53:30,29,10,13,0,0,13,0
01-02-2000 08:54:00,30,10,13,0,0,13,0
01-02-2000 08:54:51,31,10,13,0,0,13,0
01-02-2000 08:56:28,32,10,13,0,0,13,0
01-02-2000 08:57:54,33,10,13,0,0,13,0
07-02-2000 09:27:21,34,10,13,0,0,13,0
08-02-2000 08:21:07,35,10,13,0,0,13,0
10-02-2000 08:03:08,36,10,13,0,0,13,0
10-02-2000 08:14:53,37,10,13,0,0,13,0
