True,(!def(HAVE_MKTEMP)|!def(HAVE_MKSTEMP)|(def(HAVE_MKTEMP)&def(HAVE_MKSTEMP)&!def(HAVE_TMPFILE)))
(def(HAVE_MKTEMP)&def(HAVE_MKSTEMP)&(!def(HAVE_MKTEMP)|!def(HAVE_MKSTEMP)|def(HAVE_TMPFILE))),True
(!def(HAVE_MKTEMP)|!def(HAVE_MKSTEMP)|(def(HAVE_MKTEMP)&def(HAVE_MKSTEMP)&!def(HAVE_TMPFILE))),True
(!def(HAVE_TMPFILE)&(!def(HAVE_MKTEMP)|!def(HAVE_MKSTEMP))&(!def(HAVE_MKTEMP)|!def(HAVE_MKSTEMP)|(def(HAVE_MKTEMP)&def(HAVE_MKSTEMP)&!def(HAVE_TMPFILE)))),!def(HAVE_MKTEMP)
(def(HAVE_MKTEMP)&def(HAVE_MKSTEMP)&(!def(HAVE_MKTEMP)|!def(HAVE_MKSTEMP)|def(HAVE_TMPFILE))),(def(HAVE_MKTEMP)&def(HAVE_MKSTEMP)&(!def(HAVE_MKTEMP)|!def(HAVE_MKSTEMP)|(def(HAVE_MKTEMP)&def(HAVE_MKSTEMP)&!def(HAVE_TMPFILE))))
(!def(HAVE_MKTEMP)|!def(HAVE_MKSTEMP)|(def(HAVE_MKTEMP)&def(HAVE_MKSTEMP)&!def(HAVE_TMPFILE))),(def(HAVE_MKTEMP)&def(HAVE_MKSTEMP)&(!def(HAVE_MKTEMP)|!def(HAVE_MKSTEMP)|def(HAVE_TMPFILE)))
(!def(HAVE_MKSTEMP)&def(HAVE_MKTEMP)&(!def(HAVE_MKTEMP)|!def(HAVE_MKSTEMP))&(!def(HAVE_MKTEMP)|!def(HAVE_MKSTEMP)|(def(HAVE_MKTEMP)&def(HAVE_MKSTEMP)&!def(HAVE_TMPFILE)))),!def(HAVE_MKTEMP)
(def(HAVE_MKTEMP)&def(HAVE_MKSTEMP)&(!def(HAVE_MKTEMP)|!def(HAVE_MKSTEMP)|(def(HAVE_MKTEMP)&def(HAVE_MKSTEMP)&!def(HAVE_TMPFILE)))),!def(HAVE_MKTEMP)
def(DEBUG_INCL),True
(!def(HAVE_MKTEMP)|!def(HAVE_MKSTEMP)|(def(HAVE_MKTEMP)&def(HAVE_MKSTEMP)&!def(HAVE_TMPFILE))),(def(HAVE_MKTEMP)&def(HAVE_MKSTEMP)&(!def(HAVE_MKTEMP)|!def(HAVE_MKSTEMP)|(def(HAVE_MKTEMP)&def(HAVE_MKSTEMP)&!def(HAVE_TMPFILE))))
True,!def(alloca)
True,(def(HAVE_MKTEMP)&def(HAVE_MKSTEMP)&(!def(HAVE_MKTEMP)|!def(HAVE_MKSTEMP)|def(HAVE_TMPFILE)))
!def(HAVE_MKTEMP),!def(errno)
True,!def(STDC_HEADERS)
